Birth,GU,LIFE,Sex,Marry,CLwkd1,CLwke1,HLwkd1,HLwke1,Job,Avg_income,cluster
1964,140,1,1,1,1,11,5,6,4,13,3
1983,140,2,1,1,1,1,4,9,4,8,6
1962,140,1,1,1,11,9,1,9,2,10,3
1966,140,1,2,1,1,9,1,9,3,6,5
1958,140,1,2,5,1,9,1,9,4,7,4
1984,140,1,1,1,1,4,11,4,4,8,2
1974,140,1,2,1,11,11,6,2,4,5,5
1963,140,2,1,1,1,9,1,9,3,9,6
1974,140,2,2,1,1,9,1,9,3,6,1
1967,140,1,1,1,1,1,1,1,9,3,0
1970,170,1,2,5,1,1,1,1,5,3,4
1985,170,1,1,1,1,9,1,9,5,4,2
1979,170,1,1,2,1,1,1,1,4,4,2
1959,170,1,1,2,1,1,1,6,4,4,2
1963,170,1,2,2,1,1,1,2,3,5,5
1981,170,1,1,1,1,1,1,2,4,6,2
1970,170,1,1,5,1,1,1,7,4,5,4
1966,170,1,2,1,1,1,1,1,5,4,5
1987,170,1,1,1,1,1,1,1,5,4,2
1985,170,1,2,5,1,1,1,2,7,4,4
1965,170,1,1,2,1,1,7,6,3,4,2
1988,170,1,1,1,1,9,1,2,5,9,2
1994,170,1,2,1,1,1,1,7,5,3,5
1957,170,1,2,1,1,1,1,1,5,4,5
1959,170,1,1,1,1,1,1,1,7,3,0
1987,170,1,1,2,1,1,7,2,5,4,2
1986,170,2,2,1,1,1,1,2,4,4,1
1959,170,2,2,3,1,1,1,1,5,4,1
1969,170,1,1,1,1,1,1,6,5,3,2
1987,170,1,1,2,7,7,7,7,3,6,2
1962,170,2,1,2,1,7,1,2,5,4,6
1965,170,1,1,3,1,1,1,1,4,3,2
1975,170,1,2,1,1,1,7,6,5,4,5
1965,170,1,2,1,1,9,2,2,4,4,5
1961,170,1,1,1,1,1,1,2,5,4,2
1958,170,1,1,1,11,11,1,3,5,7,2
1959,170,1,1,1,1,1,1,1,5,5,2
1958,170,1,1,2,1,1,7,7,7,2,0
1956,170,1,1,1,7,7,1,7,5,5,2
1958,170,1,2,2,1,1,2,2,5,2,5
1990,170,1,2,1,7,1,7,7,5,5,5
1965,170,1,1,1,1,1,4,2,5,6,2
1980,170,1,1,1,1,1,2,6,5,5,2
1965,170,1,2,2,1,6,1,6,4,6,5
1985,170,1,1,1,1,1,1,1,5,5,2
1986,170,1,1,1,1,1,1,1,5,4,2
1967,170,1,1,2,1,1,7,3,4,5,2
1966,170,2,1,1,1,1,7,2,4,6,6
1976,170,2,2,2,1,1,1,6,3,5,1
1980,170,2,1,1,1,1,1,2,5,7,6
1994,170,2,2,1,1,1,1,2,5,1,1
1993,170,2,2,1,7,7,1,2,5,3,1
1989,170,2,1,1,1,1,1,1,5,3,6
1964,170,1,1,1,1,1,2,7,4,5,2
1999,170,1,2,2,7,1,1,2,3,5,5
1972,170,2,1,1,1,5,7,5,7,7,0
1967,170,2,2,1,1,1,10,5,7,6,1
1975,170,2,1,2,1,5,1,5,3,7,6
1985,170,1,1,1,7,6,1,10,2,9,2
1980,170,1,2,1,5,8,6,9,5,4,5
1958,170,1,1,1,1,5,1,6,8,8,0
1959,170,1,2,1,4,6,1,8,4,4,5
1964,170,1,2,2,5,8,1,9,4,3,5
1986,170,2,2,1,6,1,1,6,5,5,1
1966,170,2,1,2,1,4,5,6,8,6,0
1961,170,1,2,1,10,9,6,8,4,3,5
1957,170,1,1,3,1,6,1,6,8,8,0
1972,170,1,1,1,2,1,1,1,7,8,0
1962,170,1,1,1,7,10,5,8,1,8,2
1959,170,1,2,1,5,1,10,6,5,4,5
1959,170,1,1,2,5,6,6,8,8,6,0
1961,170,2,1,1,5,1,1,5,7,9,0
1963,170,1,1,1,5,6,1,1,2,8,2
1998,170,1,1,5,1,6,1,9,9,5,4
1962,170,2,2,3,10,8,1,6,3,6,1
1967,170,2,1,2,1,5,7,1,7,5,0
1972,170,2,2,2,7,6,1,10,3,5,1
1956,170,1,1,1,1,5,7,5,7,7,0
1962,170,1,1,2,7,5,7,5,5,6,2
1956,170,2,1,1,11,5,11,5,2,6,6
1973,170,2,2,1,1,5,1,5,3,8,1
1986,170,1,1,1,1,5,1,5,7,8,0
1979,170,1,2,1,10,6,1,6,5,5,5
1976,170,1,1,1,1,6,1,3,7,8,0
1990,170,1,2,2,2,4,1,5,3,6,5
1987,170,1,1,2,4,4,1,5,3,5,2
1958,170,2,1,1,10,4,10,4,3,6,6
1958,170,2,2,1,10,5,10,5,3,6,1
1984,170,2,1,2,1,5,1,5,3,3,6
1990,170,1,2,5,10,6,6,1,1,6,4
1960,170,1,2,4,1,7,1,1,3,4,4
1985,170,2,2,2,7,5,1,1,4,4,1
1969,170,2,2,2,7,1,10,8,2,5,1
1964,170,2,2,3,1,1,6,6,7,4,4
1974,170,1,2,2,7,7,7,7,5,2,5
1961,170,1,1,1,1,1,6,6,1,9,2
1991,170,1,2,2,7,7,7,7,2,7,5
1992,170,1,2,5,1,5,5,5,5,4,4
1973,170,1,2,2,7,7,7,7,4,4,5
1980,170,1,1,1,5,5,5,5,4,6,2
1965,170,1,2,1,1,5,5,5,4,1,5
1987,170,1,1,1,11,8,1,8,4,7,2
1977,170,1,2,1,1,6,6,6,4,4,5
1974,170,2,2,3,1,1,5,5,4,5,1
1956,170,1,1,1,5,5,5,5,7,6,0
1988,170,1,2,2,11,7,5,7,4,4,5
1974,170,2,1,1,1,1,5,5,5,4,6
1994,170,2,2,1,1,1,1,1,5,1,1
1961,170,2,1,2,7,7,5,5,3,4,6
1982,170,3,2,2,7,7,3,3,4,6,1
1963,170,1,1,1,1,1,5,5,7,11,0
1980,170,1,2,1,1,1,5,5,8,1,0
1981,170,1,1,1,5,5,5,5,4,9,2
1967,170,2,1,1,1,9,5,5,5,5,6
1982,170,2,2,1,1,1,1,1,5,1,1
1972,170,1,2,2,7,7,7,6,4,4,5
1974,170,2,1,1,1,5,2,5,3,9,6
1990,170,3,2,2,7,7,8,8,3,5,1
1979,170,2,1,1,5,5,5,5,3,7,6
1980,170,2,2,5,1,1,5,5,5,5,4
1981,170,3,1,1,1,5,5,5,8,4,0
1986,170,3,2,2,1,1,5,5,4,4,1
1971,170,3,1,2,5,5,5,5,3,6,6
1978,170,3,1,1,1,5,5,7,3,9,6
1982,170,1,1,1,1,6,5,5,3,9,2
1963,170,3,1,2,5,5,5,5,4,5,6
1981,170,3,2,2,7,7,5,6,4,5,1
1970,170,2,1,1,1,1,5,5,5,4,6
1979,170,2,2,1,1,1,5,5,5,1,1
1958,170,2,1,1,5,5,5,5,5,7,6
1958,170,2,2,1,1,5,1,5,5,1,1
1961,170,2,1,1,1,1,1,6,4,7,6
1964,170,2,2,1,1,1,1,1,4,8,1
1984,170,1,1,1,1,5,5,5,4,7,2
1972,170,1,2,1,1,5,5,5,4,1,5
1966,170,1,2,2,7,10,8,8,1,4,5
1989,170,2,1,1,7,6,5,5,4,9,6
1960,170,2,2,1,1,5,5,5,4,1,1
1958,170,2,1,1,7,5,5,5,2,9,6
1956,170,1,1,1,5,5,5,9,2,9,2
1969,170,1,1,1,5,5,5,5,7,17,3
1980,170,2,1,1,1,5,5,5,4,9,6
1987,170,2,2,1,11,5,11,5,4,4,1
1958,170,1,1,1,5,9,5,9,4,7,2
1980,170,1,2,1,11,9,5,9,4,5,5
1974,170,3,2,2,10,5,5,5,4,5,1
1989,170,1,1,1,5,5,5,5,3,11,3
1958,170,3,1,1,11,9,5,9,7,9,6
1989,170,1,1,1,5,5,5,9,2,13,3
1975,170,2,1,1,1,7,5,6,2,10,6
1968,170,1,1,1,1,1,5,5,5,14,3
1961,170,1,2,1,1,1,5,5,5,4,5
1988,170,1,1,1,5,5,5,5,1,13,3
1972,170,1,1,1,1,1,1,5,9,4,0
1984,170,2,1,1,1,1,6,6,3,9,6
1980,170,2,1,1,11,1,1,1,9,3,0
1980,170,2,2,2,5,5,5,5,4,5,1
1987,170,1,2,3,5,9,9,9,5,3,5
1956,170,1,1,1,5,5,4,4,2,11,3
1990,170,1,2,1,1,1,5,5,4,3,5
1960,170,2,1,1,7,5,5,5,3,6,6
1988,170,2,1,1,1,5,5,5,4,7,6
1960,170,1,1,1,5,5,5,5,3,7,2
1957,170,3,2,2,1,5,1,9,4,5,1
1968,170,2,1,1,1,7,5,5,3,5,6
1960,170,3,2,2,5,5,5,5,2,11,1
1962,170,1,1,1,5,9,5,9,4,11,3
1979,170,1,1,1,7,9,7,9,1,9,2
1961,170,2,2,1,1,5,5,5,5,1,1
1975,170,2,1,1,1,6,1,6,7,6,0
1966,170,2,2,1,1,1,5,5,5,1,1
1975,170,2,2,5,1,5,5,5,7,5,4
1970,170,3,2,3,5,5,5,5,4,5,1
1964,170,3,2,2,1,5,5,5,4,4,1
1974,170,1,1,1,7,7,7,9,2,11,3
1970,170,3,1,2,7,7,7,7,4,5,6
1975,170,2,1,1,7,1,5,5,3,7,6
1956,170,2,2,1,1,5,1,5,3,5,1
1974,170,1,1,1,5,9,5,9,1,11,3
1955,170,2,1,1,5,5,1,5,9,7,0
1956,170,1,1,1,1,5,5,5,7,7,0
1968,170,1,2,1,1,5,5,5,9,3,0
1969,170,2,1,1,1,6,6,6,3,7,6
1963,170,2,2,2,5,5,5,7,4,5,1
1976,170,2,1,1,1,5,5,5,4,9,6
1991,170,2,1,1,11,5,1,5,7,9,0
1991,170,1,1,1,7,7,7,7,9,5,0
1957,170,3,1,2,1,6,5,5,4,7,6
1958,170,1,1,1,1,5,6,6,3,6,2
1971,170,1,2,1,11,10,5,2,4,5,5
1972,170,1,1,1,7,5,5,5,3,7,2
1978,170,1,2,1,1,10,1,10,3,5,5
1976,170,1,1,1,7,6,7,7,3,9,2
1986,170,1,1,2,8,9,8,9,5,3,2
1969,170,1,1,1,5,5,5,5,5,5,2
1964,170,1,2,1,1,10,10,9,3,7,5
1965,170,3,1,1,5,5,5,5,1,15,3
1959,170,2,1,1,1,1,5,5,8,7,0
1964,170,2,2,1,1,1,11,6,8,1,1
1986,170,3,2,2,1,1,6,6,5,4,1
1985,170,1,1,1,1,1,1,1,5,3,2
1955,170,1,2,1,1,1,1,1,5,1,5
1962,170,2,1,1,5,5,5,5,5,7,6
1959,170,2,2,1,1,5,1,5,5,1,1
1970,170,2,1,1,1,1,1,1,4,7,6
1982,170,1,1,1,5,5,5,5,7,5,0
1981,170,3,2,2,1,5,5,5,4,5,1
1983,170,1,1,1,7,7,7,7,9,4,0
1971,170,1,1,3,7,7,7,7,4,7,2
1984,170,1,2,2,10,1,5,5,4,4,5
1970,170,1,2,4,5,5,5,5,4,11,4
1983,170,1,1,2,5,5,5,5,3,7,2
1984,170,3,2,2,1,5,1,5,3,7,1
1981,170,1,1,2,5,9,5,9,5,9,2
1993,170,1,1,1,1,1,1,1,4,4,2
1989,170,1,1,1,1,1,1,1,7,5,0
1983,170,1,2,1,1,1,5,5,4,4,5
1975,170,3,1,2,1,1,5,4,2,9,6
1982,170,3,2,2,4,11,8,8,3,5,1
1985,170,3,1,1,1,5,1,5,4,4,6
1967,170,3,2,1,1,5,1,5,4,5,1
1957,170,1,1,1,1,6,1,5,3,8,2
1984,170,1,1,1,1,7,5,6,2,8,2
1956,170,2,1,1,1,5,1,5,5,8,6
1964,170,2,2,1,1,9,1,9,4,4,1
1959,170,1,1,1,7,7,5,6,2,8,2
1967,170,1,1,1,1,9,1,9,4,6,2
1957,170,1,2,1,1,9,1,9,4,4,5
1964,170,1,1,1,1,5,1,5,7,8,0
1968,170,1,1,1,1,11,1,11,3,6,2
1958,170,1,2,1,11,1,5,6,3,5,5
1975,170,1,1,1,7,7,7,5,4,7,2
1965,170,1,1,1,1,5,1,5,2,8,2
1982,170,1,2,2,5,5,5,5,4,7,5
1982,170,1,2,3,1,5,1,5,9,3,4
1962,170,1,1,3,1,5,1,5,5,8,2
1955,170,1,1,1,7,5,5,5,2,8,2
1985,170,1,2,1,1,5,5,5,3,7,5
1963,170,1,1,1,5,5,5,5,3,7,2
1969,170,1,2,1,11,11,11,9,4,5,5
1958,170,1,1,1,5,5,5,5,9,4,0
1992,170,1,1,1,1,5,1,5,7,6,0
1959,170,1,1,1,1,5,1,5,3,7,2
1962,170,1,2,1,1,9,1,9,4,4,5
1976,170,1,2,2,1,6,1,6,4,5,5
1969,170,2,2,2,1,5,1,5,2,7,1
1955,170,1,1,1,1,5,1,5,3,7,2
1957,170,1,1,1,1,7,1,6,3,7,2
1978,170,1,2,1,1,5,1,5,4,4,5
1962,170,1,2,2,7,11,11,6,3,6,5
1959,170,1,2,1,1,5,1,5,4,4,5
1957,170,1,1,1,1,5,1,5,2,9,2
1983,170,1,2,2,1,6,1,2,2,8,5
1958,170,1,2,1,1,6,1,6,4,4,5
1976,170,1,1,1,5,5,5,5,8,6,0
1978,170,2,1,1,1,6,1,6,3,5,6
1983,170,2,2,1,8,2,8,2,4,4,1
1974,170,1,1,1,1,5,1,5,3,6,2
1971,170,1,1,1,1,5,1,5,8,8,0
1956,170,1,2,1,1,8,1,8,5,3,5
1957,170,1,1,1,5,5,5,5,3,7,2
1987,170,1,1,2,5,5,5,5,2,9,2
1984,170,1,2,2,1,5,1,5,4,6,5
1965,170,1,1,1,1,5,1,5,2,8,2
1964,170,1,2,1,1,8,2,8,4,5,5
1957,170,1,2,3,1,5,1,5,5,4,5
1964,170,1,1,1,1,5,1,5,8,7,0
1963,170,1,2,1,1,8,1,8,9,3,0
1958,170,1,1,1,1,5,1,5,4,6,2
1955,170,1,2,1,1,6,1,6,5,4,5
1988,170,2,1,1,1,5,1,5,5,7,6
1988,170,2,2,2,1,5,1,5,2,8,1
1959,170,2,1,2,7,7,7,7,3,5,6
1957,170,2,1,2,7,5,7,5,4,4,6
1991,170,1,1,1,1,5,1,5,8,7,0
1958,170,1,1,1,1,5,1,5,3,7,2
1968,170,1,2,1,1,6,1,6,5,4,5
1955,170,1,1,1,5,5,5,5,8,7,0
1961,170,1,2,1,1,5,1,5,5,4,5
1964,170,1,1,1,1,5,1,5,7,7,0
1991,170,2,1,1,1,5,1,5,3,6,6
1968,170,2,2,1,1,5,1,5,4,5,1
1973,170,1,1,1,7,5,7,5,8,7,0
1963,170,1,1,2,5,5,5,5,3,5,2
1958,170,1,1,1,5,6,5,6,8,3,0
1957,170,1,1,1,7,7,7,5,8,7,0
1957,170,1,2,1,8,8,8,6,5,3,5
1960,170,2,1,1,11,8,11,1,8,7,0
1962,170,2,2,1,11,5,11,5,5,4,1
1968,170,2,1,2,7,7,7,7,4,4,6
1968,170,2,1,2,5,7,5,7,3,6,6
1976,170,2,2,1,7,5,5,5,3,5,1
1982,170,2,1,2,5,5,5,5,3,5,6
1981,170,1,1,1,5,5,5,5,2,9,2
1983,170,1,2,1,1,2,1,2,3,5,5
1978,170,1,2,3,8,8,8,8,4,6,5
1978,170,2,2,2,5,5,5,5,2,8,1
1975,170,1,1,1,5,5,5,5,3,7,2
1972,170,1,2,1,5,5,5,5,4,5,5
1962,170,2,1,1,1,1,1,1,3,7,6
1984,170,2,2,1,1,1,1,1,3,5,1
1979,170,2,1,1,1,1,1,1,3,6,6
1985,170,2,2,1,1,1,1,1,3,6,1
1980,170,2,2,2,1,1,1,1,4,7,1
1960,170,2,2,2,1,1,1,1,3,5,1
1963,170,2,2,2,1,1,1,1,4,7,1
1955,170,2,1,1,1,1,1,1,3,6,6
1966,170,2,2,1,1,1,1,1,3,5,1
1970,170,2,1,1,1,1,1,1,4,7,6
1971,170,2,2,2,1,2,1,6,3,5,1
1965,170,2,2,1,1,6,10,6,2,7,1
1959,170,2,1,1,1,9,11,9,2,10,6
1961,170,2,2,1,1,9,11,9,4,2,1
1965,170,2,2,1,1,6,1,6,3,5,1
1972,170,2,1,1,1,6,1,6,3,5,6
1960,170,1,1,1,11,11,11,11,2,7,2
1979,170,1,2,1,11,11,11,11,3,6,5
1963,170,1,1,1,1,1,11,11,4,8,2
1958,170,1,2,1,1,1,11,11,4,5,5
1976,170,1,2,3,9,9,9,9,9,4,4
1981,170,1,1,1,7,4,1,6,3,7,2
1972,170,1,1,1,1,9,4,9,8,6,0
1965,170,1,2,1,1,9,11,9,9,5,0
1981,170,1,1,2,2,6,1,11,3,5,2
1973,170,1,2,2,7,2,1,6,3,4,5
1958,170,1,1,1,1,1,11,11,4,8,2
1963,170,1,2,1,1,1,11,11,5,5,5
1958,170,1,2,2,1,6,11,5,3,5,5
1975,170,1,1,1,1,1,6,6,2,8,2
1985,170,2,2,1,1,11,1,11,3,5,1
1963,170,1,1,1,1,1,10,6,4,7,2
1959,170,1,1,1,1,9,11,9,9,5,0
1962,170,2,1,1,1,5,1,6,3,7,6
1963,170,2,2,1,11,11,11,11,3,4,1
1962,170,1,1,1,11,11,5,4,2,10,3
1969,170,1,1,1,1,5,5,6,3,10,3
1984,170,1,2,1,1,1,10,2,3,9,5
1964,170,2,1,3,1,1,5,6,8,7,0
1964,170,1,1,1,1,9,5,9,2,10,3
1959,170,1,2,2,7,7,10,6,2,5,5
1989,170,2,1,3,1,1,5,4,3,11,6
1964,170,2,1,2,1,1,5,5,3,5,6
1962,170,1,2,5,1,1,5,6,4,13,4
1963,170,1,1,1,1,1,5,9,5,12,3
1962,170,1,1,1,1,1,6,6,3,7,2
1958,170,1,1,1,1,1,1,1,4,12,3
1963,170,1,1,1,1,1,5,5,8,8,0
1987,170,2,1,1,1,9,5,9,4,5,6
1977,170,2,2,2,5,5,1,6,3,7,1
1984,170,1,2,1,1,5,1,1,3,7,5
1976,170,1,1,2,1,1,1,1,3,11,3
1972,170,1,1,1,1,1,1,1,3,9,2
1985,170,1,1,2,1,1,2,6,3,5,2
1979,170,1,1,1,1,6,6,6,1,7,2
1986,170,1,1,1,1,1,1,6,5,11,3
1980,170,1,1,2,1,7,1,7,3,5,2
1988,170,2,1,1,1,1,11,11,4,14,3
1961,170,1,1,1,1,1,1,9,2,11,3
1958,170,1,1,1,1,1,6,3,2,11,3
1983,170,1,2,1,1,1,2,6,3,5,5
1980,170,1,1,1,1,7,4,6,2,8,2
1969,170,1,2,5,1,9,5,9,1,6,4
1969,170,2,1,1,7,3,5,6,5,6,6
1956,170,1,2,5,7,7,6,4,4,6,4
1972,170,1,1,1,1,11,5,6,9,5,0
1955,170,1,1,1,1,5,2,4,3,9,2
1967,170,1,2,1,1,5,1,6,3,5,5
1987,170,1,2,1,11,6,1,6,5,1,5
1991,170,1,1,1,1,1,5,6,2,18,3
1964,170,1,2,3,11,1,11,1,7,5,4
1967,170,1,1,1,1,11,1,7,5,7,2
1983,170,1,1,1,1,1,5,6,7,9,0
1960,200,1,2,5,1,2,8,2,8,15,4
1983,200,1,2,3,25,25,6,25,4,18,3
1999,200,1,2,3,4,1,6,6,2,13,3
1991,200,2,2,3,1,5,6,5,4,15,3
1966,200,1,1,1,1,1,1,1,3,15,3
1957,200,1,2,3,1,5,6,6,2,8,5
1955,200,1,1,1,1,6,1,6,5,18,3
1982,200,1,1,1,1,2,4,5,1,15,3
1979,200,1,2,1,3,2,6,6,2,5,5
1959,200,1,1,1,3,3,6,6,4,11,3
1982,200,1,2,1,3,3,6,10,5,5,5
1968,200,2,1,1,11,2,1,5,2,9,6
1985,200,2,1,1,5,6,5,6,2,19,3
1960,200,1,2,1,1,1,1,6,5,2,5
1970,200,1,1,1,5,6,5,6,1,18,3
1972,200,2,1,1,1,6,5,6,2,13,3
1974,200,2,1,1,1,5,1,5,1,10,6
1957,200,1,1,1,1,6,2,4,3,13,3
1982,200,2,1,1,5,6,5,6,3,8,6
1962,200,2,2,1,5,1,5,6,3,6,1
1974,200,1,1,1,1,1,1,6,3,14,3
1956,200,1,2,1,1,2,1,6,4,5,5
1970,200,2,1,1,5,6,5,6,5,9,6
1970,200,2,2,1,5,6,5,6,3,7,1
1992,200,1,1,1,5,6,5,6,2,9,2
2001,200,1,2,1,5,6,1,6,2,7,5
1984,200,1,1,1,1,1,5,7,5,7,2
1962,200,1,1,1,11,6,1,6,2,7,2
1956,200,2,1,3,1,1,6,1,5,7,6
1955,200,1,1,1,1,1,7,1,5,8,2
1962,200,2,1,1,1,1,1,7,7,5,0
1963,200,1,1,1,1,3,5,7,7,9,0
1990,200,1,2,3,1,2,1,10,3,5,5
1964,200,2,1,1,1,6,1,3,9,8,0
1955,200,1,1,1,7,9,7,9,3,7,2
1956,200,2,1,1,6,7,6,7,5,5,6
1982,200,2,1,1,1,1,6,4,4,6,6
1962,200,2,2,1,1,9,1,6,3,7,1
1969,200,1,2,3,7,1,10,5,2,5,5
1977,200,2,2,5,1,1,2,7,7,5,4
1980,200,2,2,2,5,11,5,6,7,3,1
1971,200,2,1,1,1,2,5,7,5,9,6
1970,200,2,1,1,1,3,4,6,5,5,6
1987,200,1,1,1,7,6,7,6,5,7,2
1965,200,1,2,3,1,11,1,11,5,7,5
1960,200,2,1,2,1,1,1,1,4,7,6
1970,200,2,2,1,7,1,6,6,5,6,1
1960,200,1,1,1,1,6,1,6,8,6,0
1961,200,1,1,1,1,1,5,6,4,7,2
1961,200,1,2,1,1,1,5,5,4,3,5
1993,200,1,1,1,1,1,11,5,7,7,0
1959,200,1,2,5,1,1,1,5,4,6,4
1984,200,2,1,2,1,7,7,7,4,7,6
1958,200,2,1,1,1,1,11,11,5,9,6
1959,200,2,2,1,11,11,11,5,5,2,1
1980,200,2,1,1,1,1,1,5,5,9,6
1967,200,1,1,1,11,11,1,1,5,8,2
1967,200,1,2,1,11,11,11,5,5,1,5
1960,200,1,1,1,11,11,11,5,5,2,2
1987,200,1,2,1,11,11,11,5,5,7,5
1963,200,1,1,1,1,6,1,6,5,8,2
1965,200,1,2,1,1,11,1,11,5,2,5
1969,200,2,2,1,7,7,6,6,5,6,1
1990,200,2,2,3,1,5,1,5,5,7,1
1992,200,1,1,1,1,7,5,5,3,7,2
1972,200,1,1,1,1,11,6,6,5,11,3
1958,200,1,1,1,1,11,11,5,8,3,0
1972,200,1,2,1,1,11,11,11,5,7,5
1985,200,2,1,1,1,7,5,5,3,7,6
1957,200,1,2,1,1,1,11,6,5,8,5
1959,200,1,1,1,1,7,5,5,3,7,2
1965,200,1,2,1,1,7,6,6,4,5,5
1960,200,1,2,5,11,11,1,1,5,5,4
1983,200,2,1,2,1,1,6,6,5,6,6
1958,200,1,1,1,1,6,1,6,5,7,2
1957,200,1,1,1,1,11,6,6,5,8,2
1971,200,2,2,2,7,6,7,6,5,7,1
1965,200,2,1,2,1,1,6,6,4,8,6
1965,200,1,1,1,1,10,1,9,3,9,2
1958,200,1,2,1,10,5,5,6,4,4,5
1961,200,1,2,5,5,5,3,3,1,7,4
1965,200,2,1,2,5,2,6,6,5,15,3
1962,200,2,1,1,1,4,6,4,4,6,6
1970,200,1,1,1,1,6,5,6,3,13,3
1971,200,1,2,1,1,1,1,6,3,3,5
1957,200,1,1,1,1,9,6,6,1,9,2
1981,200,1,1,1,1,10,1,6,4,16,3
1963,200,1,1,1,1,9,6,2,5,19,3
1955,200,1,1,1,4,8,6,5,2,17,3
1962,200,1,1,1,1,9,6,9,4,18,3
1971,200,1,1,1,5,6,5,6,1,14,3
1960,200,1,1,1,1,1,1,6,3,18,3
1955,200,1,2,1,1,2,1,6,5,3,5
1957,200,1,2,2,1,2,1,6,3,6,5
1973,200,1,1,1,1,4,1,6,1,18,3
1972,200,1,2,1,1,2,1,6,3,5,5
1958,200,1,2,2,1,2,1,6,3,6,5
1983,200,1,1,1,1,6,1,6,2,16,3
1973,200,2,1,1,7,8,10,5,4,10,6
1965,200,2,1,1,1,9,5,9,3,8,6
1956,200,1,1,1,1,5,1,9,3,9,2
1962,200,1,2,1,1,9,1,9,3,6,5
1984,200,1,1,1,1,5,1,9,5,10,2
1982,200,1,1,1,1,1,1,6,2,10,3
1971,200,1,2,1,1,1,1,7,4,2,5
1975,200,1,1,1,1,1,1,9,3,7,2
1987,200,2,2,5,1,1,1,1,8,7,4
1960,200,1,2,5,1,1,1,1,9,5,4
1970,200,1,2,2,1,1,7,6,3,5,5
1990,200,1,1,1,1,1,1,1,8,6,0
1983,200,2,1,1,1,1,1,6,2,10,6
1985,200,2,2,1,1,1,1,7,4,3,1
1984,200,1,1,1,1,1,1,1,3,8,2
1978,200,1,2,1,1,1,1,1,4,3,5
1970,200,1,1,1,1,2,1,2,7,8,0
1985,200,2,1,1,1,2,1,2,3,6,6
1969,200,2,2,3,1,9,1,9,5,5,1
1978,200,1,1,1,9,1,1,9,3,8,2
1990,200,1,2,1,1,9,1,9,4,3,5
1966,200,1,1,1,1,1,1,2,7,7,0
1983,200,1,2,1,1,1,1,2,3,4,5
1980,200,1,1,1,1,2,1,2,3,7,2
1978,200,2,1,1,1,2,1,2,3,7,6
1991,200,2,2,1,1,2,1,2,3,4,1
1958,200,2,2,3,1,9,1,9,5,5,1
1980,200,1,1,1,1,9,1,9,7,8,0
1966,200,1,2,1,1,9,1,9,5,4,5
1976,200,1,2,1,1,9,1,9,5,3,5
1972,200,1,1,1,1,2,1,2,3,7,2
1969,200,2,1,1,1,1,1,2,3,9,6
1973,200,1,1,1,1,1,1,1,3,7,2
1970,200,1,2,1,1,1,1,1,5,3,5
1965,200,1,1,1,1,9,1,9,3,7,2
1969,200,1,2,1,1,9,1,9,5,3,5
1967,200,1,2,2,1,6,5,11,3,6,5
1968,200,1,2,5,1,1,5,1,9,3,4
1960,200,1,2,2,2,7,5,7,3,7,5
1961,200,1,1,2,1,5,1,5,3,8,2
1986,200,1,1,1,1,5,7,1,8,5,0
1967,200,1,1,1,1,5,1,6,7,9,0
1958,200,1,1,1,1,1,1,1,3,9,2
1973,200,1,2,1,10,7,10,9,5,4,5
1988,200,2,1,1,5,8,5,6,3,9,6
1968,200,2,1,1,5,8,5,8,4,8,6
1969,200,1,1,1,1,1,1,6,4,8,2
1961,200,1,1,1,1,9,1,9,5,8,2
1955,200,2,1,3,1,7,8,7,4,7,6
1960,200,2,1,1,5,9,5,9,7,9,0
1956,200,1,1,1,5,8,5,6,4,9,2
1962,200,2,1,1,5,8,5,6,3,10,6
1969,200,2,1,1,5,8,5,6,3,9,6
1970,200,1,1,3,7,7,8,7,7,7,0
1973,200,1,1,1,1,1,1,6,4,7,2
1955,200,1,1,1,1,9,1,9,7,10,0
1968,200,1,1,1,1,1,1,6,5,6,2
1958,200,1,1,1,1,28,1,28,7,6,0
1962,200,1,1,1,5,28,5,6,4,8,2
1968,200,2,1,1,5,28,5,28,7,7,0
1987,200,2,1,1,5,28,5,28,7,7,0
1956,200,1,1,3,7,7,7,7,8,5,0
1987,200,1,1,1,1,1,1,6,4,6,2
1988,200,2,1,1,5,7,5,6,4,8,6
1994,200,1,1,1,5,1,5,6,3,8,2
1969,200,1,1,1,1,7,1,6,4,8,2
1994,200,1,1,2,5,7,5,6,4,6,2
1994,200,1,2,3,1,9,1,6,4,7,5
1963,200,2,1,1,5,7,5,6,4,8,6
1987,200,1,1,1,5,5,5,6,4,10,2
1964,200,1,1,1,5,1,5,1,7,11,0
1980,200,2,1,1,7,1,7,1,4,8,6
1960,200,1,1,1,1,6,5,1,4,10,2
1996,200,2,1,1,5,7,5,6,3,9,6
1986,200,1,1,1,1,1,1,6,4,11,3
1994,200,2,1,1,5,5,5,6,4,10,6
1983,200,2,1,3,1,1,28,28,7,6,0
1987,200,2,1,1,5,7,7,6,4,7,6
1957,200,1,1,1,1,28,1,6,4,7,2
1970,200,1,1,1,5,1,5,6,4,9,2
1965,200,1,2,5,1,9,1,9,4,4,4
1972,200,1,1,1,5,1,5,6,7,9,0
1960,200,1,1,1,5,28,5,28,4,9,2
1981,200,1,1,1,1,28,1,28,8,8,0
1965,200,1,2,2,5,28,5,6,4,5,5
1961,200,2,2,2,1,1,6,6,3,5,1
1977,200,3,2,2,1,9,1,9,2,5,1
